time,flow,temp,salt
1981-05-28 00:00:00,    0.000000,    6.318065,    0.000000
1981-05-29 00:00:00,    0.000000,    6.320779,    0.000000
1981-05-30 00:00:00,    0.000000,    6.322679,    0.000000
1981-05-31 00:00:00,    0.000000,    6.324623,    0.000000
1981-06-01 00:00:00,    0.000000,    6.326707,    0.000000
1981-06-02 00:00:00,    0.000000,    6.328841,    0.000000
1981-06-03 00:00:00,    0.000000,    6.331316,    0.000000
1981-06-04 00:00:00,    0.000000,    6.334005,    0.000000
1981-06-05 00:00:00,    0.000000,    6.336387,    0.000000
1981-06-06 00:00:00,    0.000000,    6.338524,    0.000000
1981-06-07 00:00:00,    0.000000,    6.341454,    0.000000
1981-06-08 00:00:00,    0.000000,    6.346087,    0.000000
1981-06-09 00:00:00,    0.000000,    6.351346,    0.000000
1981-06-10 00:00:00,    0.000000,    6.355368,    0.000000
1981-06-11 00:00:00,    0.000000,    6.357904,    0.000000
1981-06-12 00:00:00,    0.000000,    6.359564,    0.000000
1981-06-13 00:00:00,    0.000000,    6.361096,    0.000000
1981-06-14 00:00:00,    0.000000,    6.362991,    0.000000
1981-06-15 00:00:00,    0.000000,    6.364918,    0.000000
1981-06-16 00:00:00,    0.000000,    6.366757,    0.000000
1981-06-17 00:00:00,    0.000000,    6.368569,    0.000000
1981-06-18 00:00:00,    0.000000,    6.370268,    0.000000
1981-06-19 00:00:00,    0.000000,    6.372119,    0.000000
1981-06-20 00:00:00,    0.000000,    6.373770,    0.000000
1981-06-21 00:00:00,    0.000000,    6.375292,    0.000000
1981-06-22 00:00:00,    0.000000,    6.376885,    0.000000
1981-06-23 00:00:00,    0.000000,    6.378371,    0.000000
